"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x4695772544","x1193972603464994816",2019-11-11 19:23:46,"jadhavdj11","Uddhav Thackrey’s 4 wrong assumptions: 

1. He is Balasaheb Thackrey 

2. PM Narendra Modi Is PM Atal Bihari Vajpayee 

3. Shiv Sena is bigger party than BJP 

4. Sanjay Raut is Shiv Sena’s Amit Shah.

#ShivSenaCheatsMaharashtra","Twitter for Android",140,,,,FALSE,TRUE,0,842,,,,,,,,,,,,,,"x826723361543880704","Being_Vinita","en",,,,,,,,,,,,,,,,"x1193839581570846720","Uddhav Thackrey’s 4 wrong assumptions: 

1. He is Balasaheb Thackrey 

2. PM Narendra Modi Is PM Atal Bihari Vajpayee 

3. Shiv Sena is bigger party than BJP 

4. Sanjay Raut is Shiv Sena’s Amit Shah.

#ShivSenaCheatsMaharashtra",2019-11-11 10:35:11,"Twitter for Android",2488,842,"x826723361543880704","Being_Vinita","Vinita Rajput🇮🇳",78559,5227,29521,"Vrindavan, India","Daughter of India 🇮🇳 | Hindu by the grace of God | Views are my Own | Teacher | Social Worker | Ex Secular | Rts are not endorsement",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/jadhavdj11/status/1193972603464994816","Jadhav D. J.","Gangakhed, Maharashtra","Bharat Mata ki Jay..
i am an Electrical engineer.
I Love my India. proud to be an Indian. I support PM Modi.",,FALSE,182,531,2,27200,34357,2016-01-02 11:42:44,FALSE,,,,"https://pbs.twimg.com/profile_banners/4695772544/1557299155",,"http://pbs.twimg.com/profile_images/1186240274277662720/O6Rx-C3U_normal.jpg"
"x1161565132754784258","x1193972599463636994",2019-11-11 19:23:45,"InfidelApostate","Oh my goodness! Sheikh Hasina the Islamophobe. What is she talking about Rohingyas! 😂😂😂

Waiting for JNU, AMU, Jadhavpur LeLi snowflakes to meltdown. I hope they get triggered! 

#JNU #shivsenacheatsbalasaheb 
#ShivSenaCheatsMaharashtra 
#ShivaSena #ShivaSena https://t.co/F15Lm885yd","Twitter for Android",259,,,,TRUE,FALSE,0,0,"JNU shivsenacheatsbalasaheb ShivSenaCheatsMaharashtra ShivaSena ShivaSena",,"twitter.com/timesofindia/s…","https://t.co/F15Lm885yd","https://twitter.com/timesofindia/status/1193926357077692421",,,,,,,,,,,"en","x1193926357077692421","Rohingyas 'threat' to national and regional security: Bangladesh PM Hasina https://t.co/DZfImSYaMs https://t.co/C3mrzJDeb3",2019-11-11 16:20:00,"TweetDeck",415,241,"x134758540","timesofindia","Times of India",12165750,538,510815,"New Delhi","News. Views. Analysis. Conversations. India’s No.1 digital news destination, world’s largest-selling English newspaper - A Times Internet Limited Product",TRUE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/InfidelApostate/status/1193972599463636994","Dr. Sameer Guduru","VTZ,BLR,HYD,MXP,MRS,PNQ,MAA...","Atheist,MA(IR),Symbi,
PhD(Phy),PolitecnicoDiMilano,
Author @indianirga @thekootneeti @opindia_com @youngbhartiya,RTs&❤not endorsements
मायामयमिदमखिलम् हित्वा।","https://t.co/h3nCpru4kN",FALSE,85,315,1,4843,1969,2019-08-14 09:08:03,FALSE,"https://t.co/h3nCpru4kN","http://instagram.com/sameerguduru",,"https://pbs.twimg.com/profile_banners/1161565132754784258/1566318172",,"http://pbs.twimg.com/profile_images/1189627750086332416/L4hmEnD-_normal.jpg"
"x154257983","x1193972581121945600",2019-11-11 19:23:40,"ashu21ster","Shiv Sena quit NDA in the center even before securing support from Cong-NCP.

That's like resigning from your current job before you get the offer letter for the next, and now the HR is telling you that ""Senior management is traveling"" 🤣 #Maharashtra #ShivSenaCheatsMaharashtra","Twitter for Android",140,,,,FALSE,TRUE,0,2,,,,,,,,,,,,,,"x147433385","youth4bjp","en",,,,,,,,,,,,,,,,"x1193968504522887175","Shiv Sena quit NDA in the center even before securing support from Cong-NCP.

That's like resigning from your current job before you get the offer letter for the next, and now the HR is telling you that ""Senior management is traveling"" 🤣 #Maharashtra #ShivSenaCheatsMaharashtra",2019-11-11 19:07:28,"Twitter Web App",3,2,"x147433385","youth4bjp","Youth4bjp",7799,823,43569,"Delhi","Young professionals inspired with what BJP stands for came together and gave birth to spark named- Youth4BJP",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ashu21ster/status/1193972581121945600","ashutosh chaudhary","भारत","भारतीय , सामान्य नागरिक । followed by @PiyushGoyalOffc @sdPachauri1.Talk about Population, Pollution, Social Justice, Politics, Nature And above all Nation.",,FALSE,2966,3254,4,79543,65906,2010-06-10 19:51:21,FALSE,,,,"https://pbs.twimg.com/profile_banners/154257983/1501217805","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1109525770810974208/LPldhrHq_normal.jpg"
"x757207454484692992","x1193972553921916928",2019-11-11 19:23:34,"AshokSingh246","If BJP decides to abstain from voting, INC+NCP can form the govt even without having to entertain SS. 
In which case 2 more rooms can be booked at Lilawati.
#ShivSenaCheatsMaharashtra","Twitter for iPhone",139,,,,FALSE,TRUE,0,402,,,,,,,,,,,,,,"x147292336","nisheethsharan","en",,,,,,,,,,,,,,,,"x1193848851813158912","If BJP decides to abstain from voting, INC+NCP can form the govt even without having to entertain SS. 
In which case 2 more rooms can be booked at Lilawati.
#ShivSenaCheatsMaharashtra",2019-11-11 11:12:01,"Twitter for iPhone",1333,402,"x147292336","nisheethsharan","Nisheeth Sharan",9412,773,38375,"Mumbai INDIA","PollComm Strategist. Founder Utopia Consulting. 18 Elections-14 Govts. IAPC, Jury: EAPC Polaris Awards, Brussels-17, London-18, Athens-19 Tweets mean nothing.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AshokSingh246/status/1193972553921916928","ASHOK SINGH 🚩ऊँ🚩","","A proud Hindu (Sanatani).Against totalitarian beliefs #Noconversion,it destroys indigenous civilizations. RT≠endorsement. MF=my friend😁",,FALSE,1272,1261,59,226908,369386,2016-07-24 13:35:00,FALSE,,,,"https://pbs.twimg.com/profile_banners/757207454484692992/1519787582",,"http://pbs.twimg.com/profile_images/1101245140960727041/ffy_1iE3_normal.jpg"
"x757207454484692992","x1193971831927005184",2019-11-11 19:20:42,"AshokSingh246","I was very excited about metro project in Pune due traffic issue in the city , It was moving on very fast speed due to vision and leadership of @Dev_Fadnavis ji !! 

I am worried now about Pune metro project !!  #ShivSenaCheatsMaharashtra","Twitter for iPhone",140,,,,FALSE,TRUE,0,716,,,,,,,,,,,,,,"x135121492","Kumar_VinodR","en",,,,,,,,,,,,,,,,"x1193791331627175936","I was very excited about metro project in Pune due traffic issue in the city , It was moving on very fast speed due to vision and leadership of @Dev_Fadnavis ji !! 

I am worried now about Pune metro project !!  #ShivSenaCheatsMaharashtra",2019-11-11 07:23:27,"Twitter for Android",2444,716,"x135121492","Kumar_VinodR","Vinod Rai",6822,1110,9251,"Pune","Hindu Nationalist , Proud  NaMo Supporter, 2014 #NaMo4PM Volunteer , Swayamsevak #iSupportNamo @iSupportNamo https://t.co/yMysDw4k1G",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AshokSingh246/status/1193971831927005184","ASHOK SINGH 🚩ऊँ🚩","","A proud Hindu (Sanatani).Against totalitarian beliefs #Noconversion,it destroys indigenous civilizations. RT≠endorsement. MF=my friend😁",,FALSE,1272,1261,59,226908,369386,2016-07-24 13:35:00,FALSE,,,,"https://pbs.twimg.com/profile_banners/757207454484692992/1519787582",,"http://pbs.twimg.com/profile_images/1101245140960727041/ffy_1iE3_normal.jpg"
"x757207454484692992","x1193972245640531968",2019-11-11 19:22:20,"AshokSingh246","Great start to your career @AUThackeray ..you are aligning with Dawood's party NCP ..👏👏👏
Because u want CM post ..
Shame on u and ur party
Great tribute to martyrs of 1993 blasts ...

@ShivSena drowned the legacy of Balasahib ...

#ShivSenaCheatsMaharashtra 
#ShivSena
#BJP","Twitter for iPhone",140,,,,FALSE,TRUE,0,213,,,,,,,,,,,,,,"x56972615 x1606048885","rainavikas AUThackeray","en",,,,,,,,,,,,,,,,"x1193685486616764416","Great start to your career @AUThackeray ..you are aligning with Dawood's party NCP ..👏👏👏
Because u want CM post ..
Shame on u and ur party
Great tribute to martyrs of 1993 blasts ...

@ShivSena drowned the legacy of Balasahib ...

#ShivSenaCheatsMaharashtra 
#ShivSena
#BJP",2019-11-11 00:22:52,"Twitter for Android",392,213,"x56972615","rainavikas","Vikas Raina (Jai Shri Ram🙏🙏)🇮🇳🇮🇳 🕉🕉",1202,425,21503,"India","Nationalist.
Akhand Bharata Dreamer.
Personally simple , Professionally reliable and Socially compatible.
SaaS business professional.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AshokSingh246/status/1193972245640531968","ASHOK SINGH 🚩ऊँ🚩","","A proud Hindu (Sanatani).Against totalitarian beliefs #Noconversion,it destroys indigenous civilizations. RT≠endorsement. MF=my friend😁",,FALSE,1272,1261,59,226908,369386,2016-07-24 13:35:00,FALSE,,,,"https://pbs.twimg.com/profile_banners/757207454484692992/1519787582",,"http://pbs.twimg.com/profile_images/1101245140960727041/ffy_1iE3_normal.jpg"
"x757207454484692992","x1193972420350103552",2019-11-11 19:23:02,"AshokSingh246","There should be mass agitation in Maharashtra by people who voted 

This rule of changing alliance by political parties post election needs to be immediately changed to save democracy. 

Use name of @narendramodi to get votes &amp;  tie up with corrupts 

#ShivSenaCheatsMaharashtra","Twitter for iPhone",140,,,,FALSE,TRUE,0,555,,,,,,,,,,,,,,"x3314383418","RenukaJain6","en",,,,,,,,,,,,,,,,"x1193835175160897537","There should be mass agitation in Maharashtra by people who voted 

This rule of changing alliance by political parties post election needs to be immediately changed to save democracy. 

Use name of @narendramodi to get votes &amp;  tie up with corrupts 

#ShivSenaCheatsMaharashtra",2019-11-11 10:17:40,"Twitter for iPhone",1592,555,"x3314383418","RenukaJain6","#RenukaJain",54394,16,75695,"india","FCA, CS. Financial & Tax Advisor, Portfolio Management. favorite moments Sky diving in Munich & Bungy in Cairns. Blessed to be followed by respected PM 🙏",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AshokSingh246/status/1193972420350103552","ASHOK SINGH 🚩ऊँ🚩","","A proud Hindu (Sanatani).Against totalitarian beliefs #Noconversion,it destroys indigenous civilizations. RT≠endorsement. MF=my friend😁",,FALSE,1272,1261,59,226908,369386,2016-07-24 13:35:00,FALSE,,,,"https://pbs.twimg.com/profile_banners/757207454484692992/1519787582",,"http://pbs.twimg.com/profile_images/1101245140960727041/ffy_1iE3_normal.jpg"
"x757207454484692992","x1193971721411297280",2019-11-11 19:20:15,"AshokSingh246","Maharashtra mein S̶h̶i̶v̶ ̶s̶e̶n̶a̶ ̶ errr Sonia Sena ki Sarkar mubarak ho Uddhav Miyaṅ !  

#shivsenacheatsbalasaheb

#ShivSenaCheatsMaharashtra","Twitter for iPhone",140,,,,FALSE,TRUE,0,2820,"shivsenacheatsbalasaheb",,,,,,,,,,,,,"x392608775","Shehzad_Ind","es",,,,,,,,,,,,,,,,"x1193875662181810178","Maharashtra mein S̶h̶i̶v̶ ̶s̶e̶n̶a̶ ̶ errr Sonia Sena ki Sarkar mubarak ho Uddhav Miyaṅ !  

#shivsenacheatsbalasaheb

#ShivSenaCheatsMaharashtra",2019-11-11 12:58:33,"Twitter for iPhone",12631,2820,"x392608775","Shehzad_Ind","Shehzad Jai Hind",233917,5514,69932,"India","Anchor #RightYaWrong India News ; Founder DynastyMuktBharat;Analyst ABP News & TimesNow ,Civil Rights activist-Religion ~Islam,culture~Hindu,ideology~ Indian!",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AshokSingh246/status/1193971721411297280","ASHOK SINGH 🚩ऊँ🚩","","A proud Hindu (Sanatani).Against totalitarian beliefs #Noconversion,it destroys indigenous civilizations. RT≠endorsement. MF=my friend😁",,FALSE,1272,1261,59,226908,369386,2016-07-24 13:35:00,FALSE,,,,"https://pbs.twimg.com/profile_banners/757207454484692992/1519787582",,"http://pbs.twimg.com/profile_images/1101245140960727041/ffy_1iE3_normal.jpg"
"x112238873","x1193972546452033539",2019-11-11 19:23:32,"kapilkaria","Hello suno @AGSawant he is asking you #ShivSenaCheatsMaharashtra https://t.co/d4yorG4lbA","Twitter for iPhone",64,,,,TRUE,FALSE,0,0,"ShivSenaCheatsMaharashtra",,"twitter.com/singhvarun/sta…","https://t.co/d4yorG4lbA","https://twitter.com/singhvarun/status/1193940608575913984",,,,,,,,,"x2343188035","AGSawant","en","x1193940608575913984","Arrey woh Subah ka resignation Shaam ko wapis le Sakte hai kya.",2019-11-11 17:16:38,"Twitter for iPhone",41,6,"x47325599","singhvarun","Singh Varun",30424,50,34443,"Mumbai, India","Profession: Journalist. Education: MA in Politics, LLB, Journalism Graduate. Treasurer: @mumbaipressclub . Queer, Tweets are personal views.",TRUE,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/7929cea6bd5b32bd.json","Mumbai","Mumbai, India","city","India","IN","NA NA","NA NA","72.74484 73.003648 73.003648 72.74484 18.845343 18.845343 19.502937 19.502937","https://twitter.com/kapilkaria/status/1193972546452033539","Kapil Karia 🇮🇳","Mumbai India","Nationalist | Mumbaikar | Environmental Services | Followed by @piyushgoyaloffc","https://t.co/XvhNYQmDvi",FALSE,223,1345,0,7941,57889,2010-02-07 19:09:06,FALSE,"https://t.co/XvhNYQmDvi","http://kapilkaria.blogspot.com",,"https://pbs.twimg.com/profile_banners/112238873/1523639973","http://abs.twimg.com/images/themes/theme13/bg.gif","http://pbs.twimg.com/profile_images/1177656001832423424/mKUrYf0F_normal.jpg"
"x2605675838","x1193972545675911168",2019-11-11 19:23:32,"mayankgaur777","Hijde jhukte hai #SoniaGandhi ke samne - #balasahebthackeray hope #ShivSena go through this video of  Bala Sahib Thackeray #ShivSenaCheatsMaharashtra #ShivSenaBetraysBalasaheb #shivsenacheatsbalasaheb https://t.co/10mOWm7UEY","Twitter Web App",140,,,,FALSE,TRUE,0,84,"SoniaGandhi balasahebthackeray ShivSena",,,,,,,,,,,,,"x1908865428","HUNARGUPTABJP","en",,,,,,,,,,,,,,,,"x1193875278658846721","Hijde jhukte hai #SoniaGandhi ke samne - #balasahebthackeray hope #ShivSena go through this video of  Bala Sahib Thackeray #ShivSenaCheatsMaharashtra #ShivSenaBetraysBalasaheb #shivsenacheatsbalasaheb https://t.co/10mOWm7UEY",2019-11-11 12:57:02,"Twitter for Android",177,84,"x1908865428","HUNARGUPTABJP","ᗩᗪᐯ. ᕼᑌᑎᗩᖇ GᑌᑭTᗩ",623,1260,4009,"JAMMU","ADVOCATE, J&K HIGH COURT AT JAMMU    
BJP State Convenor Human Rights Cell, email :- hunargupta@gmail.com ,Phone No:- 09419128243, 7006101313, 6006800012",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mayankgaur777/status/1193972545675911168","mayankgaur","","Hindi Hindu ek rahenge aapas me hum nahi batenge",,FALSE,106,15,5,40813,126,2014-07-05 15:36:22,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/887218090601271298/jSVJmnri_normal.jpg"
